sample_id,domain,ground_truth,phase7_response,p1_score,retrieval_status,retrieval_failure_type,nli_status,nli_failure_type,evidence_quality,diagnosis
sci_0270,Science,1,Electrons carry a negative charge of 1.602 × 10⁻¹⁹ Coulombs.,0.5112,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0271,Science,0,"The speed of light in a vacuum is approximately 299,792,458 meters per second (m/s). This means that if you were to trav",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0272,Science,1,"Yes, sound does travel in vacuum. Sound is a mechanical wave that requires a medium to propagate through, such as air or",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0273,Science,0,"Photosynthesis is the process by which plants, algae, and some bacteria convert light energy into chemical energy stored",0.2453,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0274,Science,1,Electrons have a negative electric charge.,0.25,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
sci_0275,Science,0,"The speed of light in a vacuum is approximately 299,792,458 meters per second (m/s), or about 670,616,629 miles per hour",0.4601,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0276,Science,1,"Sound travels at a speed of approximately 340 meters per second (or about 219 miles per hour) through air. In vacuum, so",0.7971,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0277,Science,0,Photosynthesis is the process by which green plants and some other organisms convert light energy into chemical energy s,0.2819,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0278,Science,1,Electrons have a negative charge.,0.5,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0279,Science,0,"The speed of light in a vacuum is approximately 299,792,458 meters per second (m/s). This value was determined through e",0.4999,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0280,Science,1,"Yes, sound travels through the air and solid materials. Sound travels at approximately 340 meters per second (or about 1",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0281,Science,0,Photosynthesis is a process by which plants and other organisms convert light energy into chemical energy through the pr,0.3321,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0282,Science,1,Electrons have a negative charge.,0.5,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0283,Science,0,"The speed of light in a vacuum is approximately 299,792,458 meters per second (m/s). This means that light travels at th",0.5774,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
sci_0284,Science,1,"Yes, sound does travel in vacuum, but at different speeds depending on the medium it is traveling through. The speed of ",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0285,Science,0,"Photosynthesis is the process by which plants, algae, and some other organisms convert light energy from the sun into ch",0.1946,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0286,Science,1,Electrons have a negative charge.,0.5,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0287,Science,0,"The speed of light in a vacuum is approximately 299,792,458 meters per second (m/s). This value was determined using exp",0.4999,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0288,Science,1,"Yes, sound travels through the air and water in vacuum as well as in gases. Sound is a mechanical wave that requires a m",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0289,Science,0,Photosynthesis is the process by which plants convert light energy into chemical energy stored in glucose and oxygen. It,0.4495,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0290,Science,1,Electrons have a negative charge.,0.5,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0291,Science,0,"The speed of light in a vacuum is approximately 299,792,458 meters per second (m/s).",0.0395,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0292,Science,1,"Yes, sound can travel through vacuum (a state where no matter or energy is present). This means that if you were to plac",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
sci_0293,Science,0,"Photosynthesis is the process by which plants, algae, and certain bacteria convert sunlight, water, and carbon dioxide i",0.2407,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0294,Science,1,Electrons have negative charge.,0.0744,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
sci_0295,Science,0,"The speed of light in a vacuum is approximately 299,792,458 meters per second (or 186,240 miles per hour). This constant",0.7338,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
sci_0296,Science,1,"No, sound cannot travel in a vacuum. Sound waves require a medium to propagate through, such as air or water, to transfe",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0297,Science,0,"Photosynthesis is the process by which plants, algae, and some bacteria convert sunlight into chemical energy stored in ",0.1117,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0298,Science,1,Electrons have a negative charge.,0.5,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0299,Science,0,"The speed of light is approximately 299,792 kilometers per second (km/s). This is a fundamental constant in physics and ",0.4954,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
sci_0300,Science,1,"Yes, sound travels through the vacuum of space. Sound is made up of particles that vibrate when an object vibrates, and ",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0301,Computer Science,0,The time complexity of Quicksort is O(n log n) in the average case and O(n^2) in the worst case.,1.0,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
com_0302,Computer Science,1,Binary search is an efficient algorithm for finding the position of a target value within a sorted array. It repeatedly ,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0303,Computer Science,0,Dijkstra's algorithm is an algorithm for finding the shortest path between two nodes in a graph with non-negative edge w,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0304,Computer Science,1,"As of my last update in October 2023, the question of whether P equals NP (the Clay Mathematics Institute's Millennium P",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0305,Computer Science,0,"The time complexity of QuickSort is O(n^2) in the worst case scenario, where n is the number of elements to be sorted. H",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0306,Computer Science,1,Binary Search is an efficient algorithm for finding elements in a sorted array. It works by repeatedly dividing the sear,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0307,Computer Science,0,Dijkstra's algorithm is used to find the shortest path between two nodes in a graph with non-negative edge weights. It w,0.3915,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0308,Computer Science,1,"No, P vs NP has not been solved. It is an unsolved problem in theoretical computer science that asks whether there exist",0.1558,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0309,Computer Science,0,QuickSort has an average time complexity of O(n log n) in its worst-case scenario and can be up to O(n^2) in the worst c,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0310,Computer Science,1,Binary Search is an efficient algorithm for finding the position of a target value within a sorted array. It works as fo,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0311,Computer Science,0,Dijkstra's algorithm is a popular graph traversal algorithm used to find the shortest path between two nodes in a weight,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0312,Computer Science,1,"As an AI developed by Alibaba Cloud, I must inform you that P vs NP is one of the most significant unsolved problems in ",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0313,Computer Science,0,"The time complexity of QuickSort can be analyzed as follows:

- In the worst case scenario, QuickSort has a time complex",0.5,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
com_0314,Computer Science,1,Binary search is an efficient algorithm for finding an element in a sorted array. It works by repeatedly dividing the ar,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0315,Computer Science,0,Dijkstra's algorithm is an efficient approach for finding the shortest paths between nodes in a graph. It works by maint,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0316,Computer Science,1,"No, P vs NP has not yet been fully solved. The problem of determining whether a given algorithm can solve a particular p",0.1396,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0317,Computer Science,0,"The worst-case time complexity of Quicksort is O(n^2), where n is the number of elements in the array to be sorted. This",0.502,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
com_0318,Computer Science,1,Binary Search is an efficient algorithm for finding an element in a sorted array or list. It works on the principle of d,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0319,Computer Science,0,Dijkstra's algorithm is an efficient way to find the shortest path between two nodes in a graph with non-negative weight,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0320,Computer Science,1,"As of my last update in 2023, the problem of determining whether any given problem in NP can be solved efficiently (i.e.",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0321,Computer Science,0,The complexity of QuickSort is O(n log n) on average case and O(n^2) in the worst case.,1.0,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
com_0322,Computer Science,1,Binary Search is an efficient algorithm for finding an element in a sorted list. It works by repeatedly dividing the sea,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0323,Computer Science,0,Dijkstra's algorithm is an algorithm used to find the shortest path between two points in a graph with non-negative edge,0.5256,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
com_0324,Computer Science,1,P and NP are two classes of problems in computer science that are fundamental to understanding the limits of computation,0.4122,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
com_0325,Computer Science,0,The complexity of QuickSort is O(n log n) on average and O(n^2) in the worst case scenario.,0.4999,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0326,Computer Science,1,Binary Search is an efficient algorithm for finding an item in a sorted list of items. It repeatedly divides the list in,0.4927,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
com_0327,Computer Science,0,Dijkstra's algorithm is a popular algorithm in computer science for finding the shortest path between two points in a gr,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0328,Computer Science,1,"As an AI developed by Alibaba Cloud, I am committed to maintaining neutrality and upholding the principles of fairness a",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0329,Computer Science,0,"The worst-case time complexity of Quicksort is O(n^2), which occurs when the input array is already sorted or nearly sor",0.4999,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0330,Computer Science,1,Binary search is an efficient algorithm for finding an element in a sorted array. It works by repeatedly dividing the se,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0331,Computer Science,0,Dijkstra's algorithm is an algorithm for finding the shortest paths between all pairs of vertices in a graph. It works b,0.6925,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
com_0332,Computer Science,1,"As an AI developed by Alibaba Cloud, I am committed to maintaining the accuracy and reliability of my responses. However",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0333,Computer Science,0,"The complexity of QuickSort is O(n log n) in the average case, but it can degrade to O(n^2) in the worst case when the p",0.4999,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0334,Computer Science,1,Binary Search is an efficient algorithm for finding an element in a sorted array. It repeatedly divides the search inter,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0335,Computer Science,0,Dijkstra's algorithm is an algorithm used to find the shortest path between two nodes in a graph with non-negative edge ,0.3829,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0336,Computer Science,1,"Yes, P vs NP has been solved. The proof was provided by Stephen Cook and Michael Graver in 1975. They showed that the pr",0.5758,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0337,Computer Science,0,QuickSort has an average time complexity of O(n log n) in all cases (best and worst).,1.0,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
com_0338,Computer Science,1,Binary search is an efficient algorithm for finding an element in a sorted array. It works by repeatedly dividing the se,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0339,Computer Science,0,Dijkstra's algorithm is a popular shortest path algorithm used to find the shortest path between two nodes in a graph. I,0.3359,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0340,Computer Science,1,"As of the time of my last update in 2023, it is widely believed that the problem of determining whether any given proble",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0341,Computer Science,0,The complexity of QuickSort depends on the choice of pivot and the distribution of the input data. In the worst case sce,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0342,Computer Science,1,Binary Search is a divide-and-conquer algorithm that efficiently searches for an element in a sorted array. The algorith,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0343,Computer Science,0,Dijkstra's algorithm is an algorithm used to find the shortest path between two nodes in a graph with non-negative edge ,0.32,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0344,Computer Science,1,"As of 2023, the answer is no. The problem of determining whether any algorithm can solve a given problem in polynomial t",0.2865,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0345,Computer Science,0,"The time complexity of QuickSort depends on several factors:

1. **Choosing a Pivot**: The choice of the pivot can signi",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0346,Computer Science,1,Binary search is an efficient algorithm used to find the position of a target value within a sorted array. It repeatedly,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0347,Computer Science,0,Dijkstra's algorithm is a popular algorithm used for finding the shortest path between all pairs of vertices in a weight,0.6071,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
com_0348,Computer Science,1,P vs NP is a fundamental question in computer science that has puzzled the field for over 50 years. As of my last update,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
com_0349,Computer Science,0,"The complexity of QuickSort is O(n log n) on average, and it can be up to O(n^2) in the worst case when the pivot select",0.3361,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
com_0350,Computer Science,1,Binary Search is an efficient algorithm used for finding an item in a sorted list of items. It works by repeatedly divid,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0351,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. In other words, if object A ex",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0352,Physics,1,"Absolute zero is the lowest temperature at which all molecular motion ceases, and it is defined as -273.15 degrees Celsi",0.3593,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0353,Physics,0,Gravity scales with the square of the object's mass. This is known as Newton's law of universal gravitation. The formula,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0354,Physics,1,"No, entropy does not decrease in isolated systems. In fact, it can increase over time if an external source is supplied ",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0355,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. This law describes the relatio",0.1235,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0356,Physics,1,"Absolute zero is the lowest temperature at which matter can exist in its liquid form. At absolute zero, all molecular mo",0.5747,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0357,Physics,0,"Gravity scales with the square of the mass. This is known as Newton's law of universal gravitation, which states that ev",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0358,Physics,1,"No, entropy does not decrease in isolated systems. Entropy is a measure of disorder or randomness in a system. In an iso",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0359,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. This means that if object A ex",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0360,Physics,1,Absolute zero is the lowest possible temperature that can be reached in the universe. It is defined as being at -273.15 ,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0361,Physics,0,"Gravity scales directly proportional to the square of the object's mass. This means that if you double an object's mass,",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0362,Physics,1,"No, entropy does not decrease in isolated systems. In fact, entropy is a fundamental property of the universe that descr",0.4782,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0363,Physics,0,"Newton's third law of motion states that for every action, there is an equal and opposite reaction. This means that if y",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0364,Physics,1,"Absolute zero is the lowest temperature possible in Celsius or Kelvin, denoted as -273.15°C or -459.67°F. At this point,",0.2674,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0365,Physics,0,Gravity scales with the square of the mass according to Newton's law of universal gravitation. This means that two objec,0.6512,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
phy_0366,Physics,1,Entropy is a thermodynamic property that describes the amount of disorder or randomness in a system. In an isolated syst,0.679,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0367,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. This means that when two objec",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0368,Physics,1,Absolute zero is the lowest possible temperature that can be achieved. It is the temperature at which all atoms and mole,0.4181,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0369,Physics,0,"Gravity scales directly with the square of the mass according to Newton's law of universal gravitation, which states tha",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0370,Physics,1,"Yes, the entropy of an isolated system tends to decrease over time due to thermal noise and other dissipative processes.",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0371,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. This means that if one object ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0372,Physics,1,Absolute zero is the lowest temperature that can be reached on the Kelvin scale. It is defined as 0 degrees Celsius or -,0.3812,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0373,Physics,0,Gravity is directly proportional to the mass of an object. The strength of gravitational force decreases with the square,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0374,Physics,1,"No, entropy cannot decrease in isolated systems. Entropy is a measure of disorder or randomness in a system. It is alway",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0375,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. This means that if object A ex",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0376,Physics,1,"Absolute zero refers to the temperature at which all molecular motion ceases and remains stationary. At this point, the ",0.4576,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0377,Physics,0,"Gravity scales with the square of an object's mass. This means that if you double the mass of an object, its gravitation",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0378,Physics,1,"Entropy is a measure of the disorder or randomness in a system. In an isolated system, where there are no external influ",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0379,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. This means that if you push so",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0380,Physics,1,Absolute zero is the lowest temperature that can be measured on the Celsius scale. It is -273.15 degrees Celsius. Absolu,0.1334,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0381,Physics,0,"Gravity scales with the cube of the mass. This means if you double the mass of an object, its gravitational pull will in",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0382,Physics,1,"No, entropy does not decrease in isolated systems. In an isolated system, there is no heat exchange with the surrounding",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0383,Physics,0,"Newton's third law states that for every action (force), there is an equal and opposite reaction (force). In other words",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0384,Physics,1,Absolute zero refers to the temperature at which all molecular motion and all other forms of energy in matter come to a ,0.4344,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0385,Physics,0,"Gravity scales with the square of the mass of an object. This means that as the mass increases, the force of gravity it ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0386,Physics,1,"Yes, entropy decreases in isolated systems. According to the Second Law of Thermodynamics, entropy cannot be created or ",0.492,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0387,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. This means that if object A ex",0.329,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0388,Physics,1,Absolute zero is the lowest temperature that a material can exist without any measurable change in its physical properti,0.6625,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0389,Physics,0,"According to Newton's law of universal gravitation, the strength of the gravitational force between two objects is direc",0.2382,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0390,Physics,1,"Entropy is a measure of the disorder or randomness of a system. In an isolated system, entropy remains constant over tim",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0391,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. In simpler terms, if one objec",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0392,Physics,1,Absolute zero is the temperature at which all molecular motion ceases. It corresponds to -273.15 degrees Celsius (or -45,0.3739,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0393,Physics,0,"Gravity scales directly with the mass of an object. According to Newton's law of universal gravitation, the gravitationa",0.2908,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0394,Physics,1,"Entropy is generally considered a measure of disorder or randomness in a system. In an isolated system, the total amount",0.4496,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
phy_0395,Physics,0,Newton's third law states that for every action there is an equal and opposite reaction. This principle explains the bas,0.4998,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0396,Physics,1,Absolute zero is the lowest temperature that can be achieved on Earth. It occurs when there is no heat or cold left in t,0.2753,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0397,Physics,0,"Gravity scales with the square of the mass. This means that if you double the mass of an object, its gravitational pull ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0398,Physics,1,"Yes, entropy always decreases in isolated systems. The law of entropy increase is one of the fundamental principles of t",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
phy_0399,Physics,0,"Newton's third law states that for every action, there is an equal and opposite reaction. In other words, if object A ex",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
phy_0400,Physics,1,Absolute zero is the lowest temperature that a substance can reach on the Kelvin scale. It is defined as -273.15 degrees,0.4995,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
