sample_id,domain,ground_truth,phase6_char_count,phase7_char_count,phase6_token_count,phase7_token_count,phase6_sentence_count,phase7_sentence_count,phase6_claim_count,phase7_claim_count,phase6_lexical_diversity,phase7_lexical_diversity,phase7_model,phase7_temperature,phase7_generation_count
che_0478,Chemistry,1,52,225,8,37,2,4,1,2,1.0,0.8919,qwen2.5-coder:1.5b,0.7,3
che_0479,Chemistry,0,60,200,11,36,2,3,1,2,1.0,0.7222,qwen2.5-coder:1.5b,0.7,3
che_0480,Chemistry,1,61,219,9,38,2,3,1,2,1.0,0.8158,qwen2.5-coder:1.5b,0.7,3
che_0481,Chemistry,0,58,65,8,11,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0482,Chemistry,1,52,519,8,89,2,6,1,3,1.0,0.7416,qwen2.5-coder:1.5b,0.7,3
che_0483,Chemistry,0,60,266,11,43,2,4,1,2,1.0,0.9302,qwen2.5-coder:1.5b,0.7,3
che_0484,Chemistry,1,61,352,9,55,2,4,1,2,1.0,0.8545,qwen2.5-coder:1.5b,0.7,3
che_0485,Chemistry,0,58,59,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0486,Chemistry,1,52,252,8,45,2,3,1,1,1.0,0.9111,qwen2.5-coder:1.5b,0.7,3
che_0487,Chemistry,0,60,1122,11,171,2,14,1,10,1.0,0.6316,qwen2.5-coder:1.5b,0.7,3
che_0488,Chemistry,1,61,836,9,139,2,12,1,6,1.0,0.6403,qwen2.5-coder:1.5b,0.7,3
che_0489,Chemistry,0,58,59,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0490,Chemistry,1,52,882,8,147,2,9,1,8,1.0,0.5646,qwen2.5-coder:1.5b,0.7,3
che_0491,Chemistry,0,60,338,11,59,2,4,1,3,1.0,0.7797,qwen2.5-coder:1.5b,0.7,3
che_0492,Chemistry,1,61,761,9,126,2,7,1,6,1.0,0.6825,qwen2.5-coder:1.5b,0.7,3
che_0493,Chemistry,0,58,59,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0494,Chemistry,1,52,320,8,52,2,3,1,3,1.0,0.7885,qwen2.5-coder:1.5b,0.7,3
che_0495,Chemistry,0,60,189,11,31,2,4,1,2,1.0,0.9032,qwen2.5-coder:1.5b,0.7,3
che_0496,Chemistry,1,61,293,9,52,2,4,1,4,1.0,0.8269,qwen2.5-coder:1.5b,0.7,3
che_0497,Chemistry,0,58,59,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0498,Chemistry,1,52,292,8,51,2,4,1,2,1.0,0.8431,qwen2.5-coder:1.5b,0.7,3
che_0499,Chemistry,0,60,66,11,12,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
che_0500,Chemistry,1,61,512,9,85,2,5,1,5,1.0,0.7882,qwen2.5-coder:1.5b,0.7,3
new_0501,News,0,58,1695,7,223,2,20,1,10,1.0,0.6951,qwen2.5-coder:1.5b,0.7,3
new_0502,News,1,49,318,7,50,2,4,1,2,1.0,0.86,qwen2.5-coder:1.5b,0.7,3
new_0503,News,0,56,1422,8,215,2,15,1,9,1.0,0.5814,qwen2.5-coder:1.5b,0.7,3
new_0504,News,1,55,1247,7,169,2,11,1,7,1.0,0.6568,qwen2.5-coder:1.5b,0.7,3
new_0505,News,0,58,1514,7,198,2,18,1,11,1.0,0.7121,qwen2.5-coder:1.5b,0.7,3
new_0506,News,1,49,807,7,114,2,6,1,6,1.0,0.7632,qwen2.5-coder:1.5b,0.7,3
new_0507,News,0,56,2392,8,342,2,26,1,15,1.0,0.5117,qwen2.5-coder:1.5b,0.7,3
new_0508,News,1,55,453,7,61,2,4,1,4,1.0,0.8852,qwen2.5-coder:1.5b,0.7,3
new_0509,News,0,58,273,7,34,2,2,1,4,1.0,0.9412,qwen2.5-coder:1.5b,0.7,3
new_0510,News,1,49,318,7,49,2,4,1,2,1.0,0.8571,qwen2.5-coder:1.5b,0.7,3
new_0511,News,0,56,2390,8,355,2,26,1,16,1.0,0.569,qwen2.5-coder:1.5b,0.7,3
new_0512,News,1,55,936,7,134,2,7,1,8,1.0,0.6791,qwen2.5-coder:1.5b,0.7,3
new_0513,News,0,58,1690,7,225,2,20,1,7,1.0,0.6933,qwen2.5-coder:1.5b,0.7,3
new_0514,News,1,49,40,7,7,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
new_0515,News,0,56,1014,8,150,2,7,1,12,1.0,0.56,qwen2.5-coder:1.5b,0.7,3
new_0516,News,1,55,452,7,62,2,4,1,3,1.0,0.7742,qwen2.5-coder:1.5b,0.7,3
new_0517,News,0,58,1609,7,216,2,19,1,6,1.0,0.6898,qwen2.5-coder:1.5b,0.7,3
new_0518,News,1,49,56,7,9,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
new_0519,News,0,56,2178,8,329,2,22,1,27,1.0,0.3526,qwen2.5-coder:1.5b,0.7,3
new_0520,News,1,55,1296,7,193,2,11,1,13,1.0,0.6477,qwen2.5-coder:1.5b,0.7,3
new_0521,News,0,58,704,7,94,2,5,1,7,1.0,0.7766,qwen2.5-coder:1.5b,0.7,3
new_0522,News,1,49,328,7,48,2,3,1,4,1.0,0.9375,qwen2.5-coder:1.5b,0.7,3
new_0523,News,0,56,493,8,69,2,5,1,6,1.0,0.8261,qwen2.5-coder:1.5b,0.7,3
new_0524,News,1,55,1776,7,238,2,20,1,10,1.0,0.6765,qwen2.5-coder:1.5b,0.7,3
new_0525,News,0,58,1549,7,203,2,16,1,6,1.0,0.6946,qwen2.5-coder:1.5b,0.7,3
new_0526,News,1,49,197,7,31,2,3,1,1,1.0,0.9355,qwen2.5-coder:1.5b,0.7,3
new_0527,News,0,56,532,8,76,2,6,1,4,1.0,0.8026,qwen2.5-coder:1.5b,0.7,3
new_0528,News,1,55,489,7,65,2,5,1,4,1.0,0.8769,qwen2.5-coder:1.5b,0.7,3
new_0529,News,0,58,1768,7,225,2,20,1,8,1.0,0.6756,qwen2.5-coder:1.5b,0.7,3
new_0530,News,1,49,88,7,16,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
new_0531,News,0,56,1947,8,280,2,20,1,10,1.0,0.6179,qwen2.5-coder:1.5b,0.7,3
new_0532,News,1,55,588,7,74,2,5,1,7,1.0,0.8243,qwen2.5-coder:1.5b,0.7,3
new_0533,News,0,58,464,7,57,2,3,1,6,1.0,0.8421,qwen2.5-coder:1.5b,0.7,3
new_0534,News,1,49,983,7,144,2,8,1,8,1.0,0.6944,qwen2.5-coder:1.5b,0.7,3
new_0535,News,0,56,2789,8,405,2,26,1,21,1.0,0.5284,qwen2.5-coder:1.5b,0.7,3
new_0536,News,1,55,373,7,52,2,4,1,3,1.0,0.8654,qwen2.5-coder:1.5b,0.7,3
new_0537,News,0,58,1824,7,234,2,18,1,13,1.0,0.6838,qwen2.5-coder:1.5b,0.7,3
new_0538,News,1,49,163,7,23,2,2,1,1,1.0,0.9565,qwen2.5-coder:1.5b,0.7,3
new_0539,News,0,56,336,8,46,2,3,1,3,1.0,0.913,qwen2.5-coder:1.5b,0.7,3
new_0540,News,1,55,430,7,57,2,4,1,5,1.0,0.807,qwen2.5-coder:1.5b,0.7,3
new_0541,News,0,58,633,7,88,2,5,1,6,1.0,0.75,qwen2.5-coder:1.5b,0.7,3
new_0542,News,1,49,479,7,63,2,4,1,3,1.0,0.873,qwen2.5-coder:1.5b,0.7,3
new_0543,News,0,56,1458,8,221,2,11,1,13,1.0,0.4344,qwen2.5-coder:1.5b,0.7,3
new_0544,News,1,55,1651,7,219,2,17,1,11,1.0,0.6758,qwen2.5-coder:1.5b,0.7,3
new_0545,News,0,58,2194,7,288,2,23,1,15,1.0,0.6424,qwen2.5-coder:1.5b,0.7,3
new_0546,News,1,49,372,7,58,2,4,1,3,1.0,0.8966,qwen2.5-coder:1.5b,0.7,3
new_0547,News,0,56,1630,8,232,2,16,1,12,1.0,0.6466,qwen2.5-coder:1.5b,0.7,3
new_0548,News,1,55,1387,7,185,2,16,1,9,1.0,0.7135,qwen2.5-coder:1.5b,0.7,3
new_0549,News,0,58,1653,7,213,2,17,1,12,1.0,0.7042,qwen2.5-coder:1.5b,0.7,3
new_0550,News,1,49,462,7,68,2,4,1,2,1.0,0.7794,qwen2.5-coder:1.5b,0.7,3
mat_0551,Mathematics,0,46,243,10,45,2,3,1,3,1.0,0.7778,qwen2.5-coder:1.5b,0.7,3
mat_0552,Mathematics,1,56,1136,10,198,2,14,1,10,1.0,0.5859,qwen2.5-coder:1.5b,0.7,3
mat_0553,Mathematics,0,66,497,12,85,2,4,1,3,1.0,0.6824,qwen2.5-coder:1.5b,0.7,3
mat_0554,Mathematics,1,57,181,10,35,2,6,1,3,1.0,0.8857,qwen2.5-coder:1.5b,0.7,3
mat_0555,Mathematics,0,46,605,10,102,2,8,1,5,1.0,0.6569,qwen2.5-coder:1.5b,0.7,3
mat_0556,Mathematics,1,56,583,10,91,2,7,1,3,1.0,0.7363,qwen2.5-coder:1.5b,0.7,3
mat_0557,Mathematics,0,66,952,12,159,2,10,1,8,1.0,0.4843,qwen2.5-coder:1.5b,0.7,3
mat_0558,Mathematics,1,57,1024,10,221,2,18,1,15,1.0,0.3982,qwen2.5-coder:1.5b,0.7,3
mat_0559,Mathematics,0,46,722,10,121,2,8,1,6,1.0,0.6198,qwen2.5-coder:1.5b,0.7,3
mat_0560,Mathematics,1,56,1322,10,182,2,19,1,6,1.0,0.6154,qwen2.5-coder:1.5b,0.7,3
mat_0561,Mathematics,0,66,744,12,128,2,7,1,4,1.0,0.5469,qwen2.5-coder:1.5b,0.7,3
mat_0562,Mathematics,1,57,403,10,83,2,5,1,2,1.0,0.6867,qwen2.5-coder:1.5b,0.7,3
mat_0563,Mathematics,0,46,571,10,98,2,7,1,4,1.0,0.6429,qwen2.5-coder:1.5b,0.7,3
mat_0564,Mathematics,1,56,356,10,60,2,5,1,3,1.0,0.8,qwen2.5-coder:1.5b,0.7,3
mat_0565,Mathematics,0,66,530,12,83,2,4,1,1,1.0,0.5663,qwen2.5-coder:1.5b,0.7,3
mat_0566,Mathematics,1,57,522,10,103,2,10,1,3,1.0,0.5243,qwen2.5-coder:1.5b,0.7,3
mat_0567,Mathematics,0,46,647,10,110,2,9,1,5,1.0,0.6364,qwen2.5-coder:1.5b,0.7,3
mat_0568,Mathematics,1,56,1185,10,260,2,9,1,11,1.0,0.4615,qwen2.5-coder:1.5b,0.7,3
mat_0569,Mathematics,0,66,436,12,74,2,4,1,4,1.0,0.7027,qwen2.5-coder:1.5b,0.7,3
mat_0570,Mathematics,1,57,266,10,52,2,6,1,2,1.0,0.7308,qwen2.5-coder:1.5b,0.7,3
mat_0571,Mathematics,0,46,625,10,111,2,9,1,8,1.0,0.5856,qwen2.5-coder:1.5b,0.7,3
mat_0572,Mathematics,1,56,1684,10,291,2,12,1,8,1.0,0.457,qwen2.5-coder:1.5b,0.7,3
mat_0573,Mathematics,0,66,1529,12,260,2,18,1,9,1.0,0.4692,qwen2.5-coder:1.5b,0.7,3
mat_0574,Mathematics,1,57,397,10,78,2,6,1,6,1.0,0.6538,qwen2.5-coder:1.5b,0.7,3
mat_0575,Mathematics,0,46,663,10,113,2,10,1,9,1.0,0.646,qwen2.5-coder:1.5b,0.7,3
mat_0576,Mathematics,1,56,948,10,174,2,13,1,9,1.0,0.569,qwen2.5-coder:1.5b,0.7,3
mat_0577,Mathematics,0,66,2240,12,385,2,28,1,5,1.0,0.3896,qwen2.5-coder:1.5b,0.7,3
mat_0578,Mathematics,1,57,602,10,109,2,8,1,5,1.0,0.6422,qwen2.5-coder:1.5b,0.7,3
mat_0579,Mathematics,0,46,742,10,128,2,8,1,6,1.0,0.6328,qwen2.5-coder:1.5b,0.7,3
mat_0580,Mathematics,1,56,778,10,131,2,9,1,7,1.0,0.7023,qwen2.5-coder:1.5b,0.7,3
mat_0581,Mathematics,0,66,56,12,11,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
mat_0582,Mathematics,1,57,1091,10,203,2,24,1,4,1.0,0.468,qwen2.5-coder:1.5b,0.7,3
mat_0583,Mathematics,0,46,535,10,92,2,9,1,5,1.0,0.6848,qwen2.5-coder:1.5b,0.7,3
mat_0584,Mathematics,1,56,1506,10,245,2,17,1,9,1.0,0.502,qwen2.5-coder:1.5b,0.7,3
mat_0585,Mathematics,0,66,1877,12,319,2,18,1,14,1.0,0.4389,qwen2.5-coder:1.5b,0.7,3
mat_0586,Mathematics,1,57,1787,10,293,2,23,1,13,1.0,0.5324,qwen2.5-coder:1.5b,0.7,3
mat_0587,Mathematics,0,46,409,10,80,2,4,1,5,1.0,0.675,qwen2.5-coder:1.5b,0.7,3
mat_0588,Mathematics,1,56,37,10,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
mat_0589,Mathematics,0,66,324,12,49,2,3,1,2,1.0,0.7551,qwen2.5-coder:1.5b,0.7,3
mat_0590,Mathematics,1,57,1288,10,231,2,12,1,7,1.0,0.5455,qwen2.5-coder:1.5b,0.7,3
mat_0591,Mathematics,0,46,433,10,80,2,4,1,4,1.0,0.5625,qwen2.5-coder:1.5b,0.7,3
mat_0592,Mathematics,1,56,1916,10,337,2,17,1,15,1.0,0.4065,qwen2.5-coder:1.5b,0.7,3
mat_0593,Mathematics,0,66,422,12,72,2,4,1,4,1.0,0.7222,qwen2.5-coder:1.5b,0.7,3
mat_0594,Mathematics,1,57,440,10,79,2,6,1,3,1.0,0.6456,qwen2.5-coder:1.5b,0.7,3
mat_0595,Mathematics,0,46,87,10,14,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
mat_0596,Mathematics,1,56,1253,10,233,2,9,1,16,1.0,0.4807,qwen2.5-coder:1.5b,0.7,3
mat_0597,Mathematics,0,66,355,12,61,2,4,1,4,1.0,0.6885,qwen2.5-coder:1.5b,0.7,3
mat_0598,Mathematics,1,57,568,10,122,2,11,1,4,1.0,0.5984,qwen2.5-coder:1.5b,0.7,3
mat_0599,Mathematics,0,46,528,10,92,2,9,1,5,1.0,0.6522,qwen2.5-coder:1.5b,0.7,3
mat_0600,Mathematics,1,56,1221,10,209,2,16,1,9,1.0,0.5311,qwen2.5-coder:1.5b,0.7,3
geo_0601,Geography,0,45,259,8,36,2,2,1,2,1.0,0.8889,qwen2.5-coder:1.5b,0.7,3
geo_0602,Geography,1,52,31,8,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0603,Geography,0,50,205,10,34,2,4,1,2,0.8,0.7647,qwen2.5-coder:1.5b,0.7,3
geo_0604,Geography,1,40,123,6,19,2,2,1,2,1.0,0.9474,qwen2.5-coder:1.5b,0.7,3
geo_0605,Geography,0,45,65,8,11,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0606,Geography,1,52,338,8,55,2,4,1,4,1.0,0.7818,qwen2.5-coder:1.5b,0.7,3
geo_0607,Geography,0,50,276,10,42,2,5,1,3,0.8,0.7619,qwen2.5-coder:1.5b,0.7,3
geo_0608,Geography,1,40,404,6,66,2,4,1,3,1.0,0.7727,qwen2.5-coder:1.5b,0.7,3
geo_0609,Geography,0,45,214,8,39,2,3,1,1,1.0,0.8205,qwen2.5-coder:1.5b,0.7,3
geo_0610,Geography,1,52,194,8,32,2,3,1,2,1.0,0.8438,qwen2.5-coder:1.5b,0.7,3
geo_0611,Geography,0,50,73,10,14,2,2,1,1,0.8,0.7143,qwen2.5-coder:1.5b,0.7,3
geo_0612,Geography,1,40,936,6,138,2,7,1,8,1.0,0.4348,qwen2.5-coder:1.5b,0.7,3
geo_0613,Geography,0,45,153,8,28,2,3,1,1,1.0,0.8571,qwen2.5-coder:1.5b,0.7,3
geo_0614,Geography,1,52,86,8,16,2,3,1,1,1.0,0.8125,qwen2.5-coder:1.5b,0.7,3
geo_0615,Geography,0,50,244,10,43,2,3,1,2,0.8,0.814,qwen2.5-coder:1.5b,0.7,3
geo_0616,Geography,1,40,98,6,17,2,2,1,1,1.0,0.9412,qwen2.5-coder:1.5b,0.7,3
geo_0617,Geography,0,45,45,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0618,Geography,1,52,344,8,57,2,5,1,4,1.0,0.7193,qwen2.5-coder:1.5b,0.7,3
geo_0619,Geography,0,50,163,10,28,2,2,1,2,0.8,0.8929,qwen2.5-coder:1.5b,0.7,3
geo_0620,Geography,1,40,101,6,19,2,2,1,1,1.0,0.8421,qwen2.5-coder:1.5b,0.7,3
geo_0621,Geography,0,45,299,8,53,2,3,1,1,1.0,0.7925,qwen2.5-coder:1.5b,0.7,3
geo_0622,Geography,1,52,52,8,9,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0623,Geography,0,50,300,10,48,2,3,1,2,0.8,0.5833,qwen2.5-coder:1.5b,0.7,3
geo_0624,Geography,1,40,326,6,54,2,4,1,4,1.0,0.7963,qwen2.5-coder:1.5b,0.7,3
geo_0625,Geography,0,45,435,8,73,2,5,1,4,1.0,0.726,qwen2.5-coder:1.5b,0.7,3
geo_0626,Geography,1,52,31,8,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0627,Geography,0,50,136,10,24,2,2,1,2,0.8,0.875,qwen2.5-coder:1.5b,0.7,3
geo_0628,Geography,1,40,83,6,12,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0629,Geography,0,45,365,8,57,2,4,1,2,1.0,0.8596,qwen2.5-coder:1.5b,0.7,3
geo_0630,Geography,1,52,129,8,22,2,3,1,1,1.0,0.7727,qwen2.5-coder:1.5b,0.7,3
geo_0631,Geography,0,50,203,10,34,2,3,1,1,0.8,0.8235,qwen2.5-coder:1.5b,0.7,3
geo_0632,Geography,1,40,36,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0633,Geography,0,45,142,8,24,2,3,1,2,1.0,0.9167,qwen2.5-coder:1.5b,0.7,3
geo_0634,Geography,1,52,31,8,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0635,Geography,0,50,247,10,39,2,5,1,4,0.8,0.7949,qwen2.5-coder:1.5b,0.7,3
geo_0636,Geography,1,40,200,6,34,2,3,1,2,1.0,0.8235,qwen2.5-coder:1.5b,0.7,3
geo_0637,Geography,0,45,304,8,47,2,5,1,2,1.0,0.8723,qwen2.5-coder:1.5b,0.7,3
geo_0638,Geography,1,52,139,8,23,2,3,1,2,1.0,0.8696,qwen2.5-coder:1.5b,0.7,3
geo_0639,Geography,0,50,210,10,35,2,4,1,2,0.8,0.8286,qwen2.5-coder:1.5b,0.7,3
geo_0640,Geography,1,40,45,6,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0641,Geography,0,45,233,8,35,2,2,1,2,1.0,0.9143,qwen2.5-coder:1.5b,0.7,3
geo_0642,Geography,1,52,31,8,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0643,Geography,0,50,120,10,20,2,3,1,2,0.8,0.9,qwen2.5-coder:1.5b,0.7,3
geo_0644,Geography,1,40,45,6,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0645,Geography,0,45,382,8,62,2,4,1,3,1.0,0.7097,qwen2.5-coder:1.5b,0.7,3
geo_0646,Geography,1,52,31,8,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
geo_0647,Geography,0,50,305,10,51,2,4,1,3,0.8,0.8235,qwen2.5-coder:1.5b,0.7,3
geo_0648,Geography,1,40,102,6,17,2,2,1,2,1.0,0.9412,qwen2.5-coder:1.5b,0.7,3
geo_0649,Geography,0,45,208,8,32,2,3,1,3,1.0,0.875,qwen2.5-coder:1.5b,0.7,3
geo_0650,Geography,1,52,102,8,16,2,3,1,2,1.0,0.875,qwen2.5-coder:1.5b,0.7,3
pol_0651,Politics,0,51,2388,6,344,2,28,1,12,1.0,0.6192,qwen2.5-coder:1.5b,0.7,3
pol_0652,Politics,1,64,70,10,11,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
pol_0653,Politics,0,63,1240,8,189,2,14,1,8,1.0,0.6296,qwen2.5-coder:1.5b,0.7,3
pol_0654,Politics,1,59,569,10,96,2,5,1,5,1.0,0.7396,qwen2.5-coder:1.5b,0.7,3
pol_0655,Politics,0,51,497,6,67,2,4,1,7,1.0,0.8806,qwen2.5-coder:1.5b,0.7,3
pol_0656,Politics,1,64,348,10,59,2,3,1,2,1.0,0.7458,qwen2.5-coder:1.5b,0.7,3
pol_0657,Politics,0,63,1185,8,182,2,9,1,7,1.0,0.5934,qwen2.5-coder:1.5b,0.7,3
pol_0658,Politics,1,59,349,10,55,2,4,1,2,1.0,0.6909,qwen2.5-coder:1.5b,0.7,3
pol_0659,Politics,0,51,1466,6,216,2,13,1,12,1.0,0.6296,qwen2.5-coder:1.5b,0.7,3
pol_0660,Politics,1,64,177,10,28,2,2,1,2,1.0,0.9286,qwen2.5-coder:1.5b,0.7,3
pol_0661,Politics,0,63,617,8,102,2,5,1,6,1.0,0.7059,qwen2.5-coder:1.5b,0.7,3
pol_0662,Politics,1,59,491,10,83,2,4,1,2,1.0,0.6747,qwen2.5-coder:1.5b,0.7,3
pol_0663,Politics,0,51,935,6,141,2,7,1,9,1.0,0.6879,qwen2.5-coder:1.5b,0.7,3
pol_0664,Politics,1,64,89,10,16,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
pol_0665,Politics,0,63,536,8,86,2,4,1,3,1.0,0.6628,qwen2.5-coder:1.5b,0.7,3
pol_0666,Politics,1,59,456,10,72,2,4,1,2,1.0,0.7639,qwen2.5-coder:1.5b,0.7,3
pol_0667,Politics,0,51,748,6,118,2,7,1,5,1.0,0.6949,qwen2.5-coder:1.5b,0.7,3
pol_0668,Politics,1,64,242,10,37,2,2,1,1,1.0,0.8919,qwen2.5-coder:1.5b,0.7,3
pol_0669,Politics,0,63,690,8,94,2,4,1,5,1.0,0.7447,qwen2.5-coder:1.5b,0.7,3
pol_0670,Politics,1,59,1075,10,176,2,7,1,6,1.0,0.608,qwen2.5-coder:1.5b,0.7,3
pol_0671,Politics,0,51,501,6,78,2,4,1,3,1.0,0.7949,qwen2.5-coder:1.5b,0.7,3
pol_0672,Politics,1,64,95,10,17,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
pol_0673,Politics,0,63,522,8,80,2,4,1,4,1.0,0.75,qwen2.5-coder:1.5b,0.7,3
pol_0674,Politics,1,59,376,10,66,2,4,1,3,1.0,0.697,qwen2.5-coder:1.5b,0.7,3
pol_0675,Politics,0,51,382,6,58,2,4,1,4,1.0,0.8448,qwen2.5-coder:1.5b,0.7,3
pol_0676,Politics,1,64,90,10,17,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
pol_0677,Politics,0,63,955,8,139,2,8,1,9,1.0,0.6547,qwen2.5-coder:1.5b,0.7,3
pol_0678,Politics,1,59,461,10,72,2,4,1,2,1.0,0.7083,qwen2.5-coder:1.5b,0.7,3
pol_0679,Politics,0,51,1575,6,220,2,19,1,11,1.0,0.6636,qwen2.5-coder:1.5b,0.7,3
pol_0680,Politics,1,64,103,10,18,2,2,1,2,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
pol_0681,Politics,0,63,711,8,106,2,5,1,5,1.0,0.6792,qwen2.5-coder:1.5b,0.7,3
pol_0682,Politics,1,59,106,10,18,2,2,1,1,1.0,0.8889,qwen2.5-coder:1.5b,0.7,3
pol_0683,Politics,0,51,1965,6,291,2,24,1,13,1.0,0.6392,qwen2.5-coder:1.5b,0.7,3
pol_0684,Politics,1,64,229,10,34,2,3,1,1,1.0,0.8235,qwen2.5-coder:1.5b,0.7,3
pol_0685,Politics,0,63,493,8,78,2,4,1,5,1.0,0.7821,qwen2.5-coder:1.5b,0.7,3
pol_0686,Politics,1,59,588,10,97,2,4,1,3,1.0,0.701,qwen2.5-coder:1.5b,0.7,3
pol_0687,Politics,0,51,2605,6,386,2,28,1,15,1.0,0.6192,qwen2.5-coder:1.5b,0.7,3
pol_0688,Politics,1,64,156,10,25,2,3,1,1,1.0,0.92,qwen2.5-coder:1.5b,0.7,3
pol_0689,Politics,0,63,618,8,93,2,5,1,7,1.0,0.7419,qwen2.5-coder:1.5b,0.7,3
pol_0690,Politics,1,59,469,10,77,2,4,1,2,1.0,0.7403,qwen2.5-coder:1.5b,0.7,3
pol_0691,Politics,0,51,1515,6,221,2,18,1,11,1.0,0.629,qwen2.5-coder:1.5b,0.7,3
pol_0692,Politics,1,64,39,10,7,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
pol_0693,Politics,0,63,533,8,80,2,4,1,3,1.0,0.675,qwen2.5-coder:1.5b,0.7,3
pol_0694,Politics,1,59,434,10,76,2,4,1,4,1.0,0.7368,qwen2.5-coder:1.5b,0.7,3
pol_0695,Politics,0,51,1871,6,269,2,20,1,13,1.0,0.5948,qwen2.5-coder:1.5b,0.7,3
pol_0696,Politics,1,64,358,10,54,2,4,1,4,1.0,0.963,qwen2.5-coder:1.5b,0.7,3
pol_0697,Politics,0,63,441,8,69,2,4,1,3,1.0,0.8116,qwen2.5-coder:1.5b,0.7,3
pol_0698,Politics,1,59,1305,10,217,2,9,1,10,1.0,0.5438,qwen2.5-coder:1.5b,0.7,3
pol_0699,Politics,0,51,2156,6,325,2,24,1,15,1.0,0.6,qwen2.5-coder:1.5b,0.7,3
pol_0700,Politics,1,64,419,10,62,2,3,1,4,1.0,0.871,qwen2.5-coder:1.5b,0.7,3
lit_0701,Literature,0,45,114,6,19,2,2,1,2,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0702,Literature,1,47,294,8,50,2,3,1,2,1.0,0.78,qwen2.5-coder:1.5b,0.7,3
lit_0703,Literature,0,41,678,7,119,2,6,1,6,0.8571,0.6807,qwen2.5-coder:1.5b,0.7,3
lit_0704,Literature,1,48,317,8,51,2,5,1,4,1.0,0.8235,qwen2.5-coder:1.5b,0.7,3
lit_0705,Literature,0,45,41,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0706,Literature,1,47,41,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0707,Literature,0,41,189,7,32,2,3,1,2,0.8571,0.9062,qwen2.5-coder:1.5b,0.7,3
lit_0708,Literature,1,48,55,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0709,Literature,0,45,42,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0710,Literature,1,47,121,8,22,2,2,1,1,1.0,0.8636,qwen2.5-coder:1.5b,0.7,3
lit_0711,Literature,0,41,44,7,8,2,2,1,1,0.8571,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0712,Literature,1,48,55,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0713,Literature,0,45,41,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0714,Literature,1,47,108,8,16,2,2,1,1,1.0,0.9375,qwen2.5-coder:1.5b,0.7,3
lit_0715,Literature,0,41,33,7,6,2,2,1,1,0.8571,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0716,Literature,1,48,46,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
