sample_id,domain,category,difficulty,claim,ground_truth,ground_truth_label,source_url,provenance,baseline_score,baseline_pred,baseline_correct,baseline_latency_ms,enhanced_score,enhanced_pred,enhanced_correct,enhanced_latency_ms,num_propositions,enhancements_triggered,score_delta,prediction_changed,correctness_changed,transition_class
8A_MED_TRU_0140,Medicine,TRUE_CORE_FALSE_ELABORATION,medium,"Statin medications lower LDL cholesterol by inhibiting HMG-CoA reductase, and they directly reverse advanced coronary calcification within 24 hours.",1,hallucinated,https://en.wikipedia.org/wiki/Statin,Core true: Statins inhibit HMG-CoA reductase to reduce LDL. Fabrication: Statins do not reverse calcified plaques within 24 hours.,0.5,1,True,2419.86,0.2652,0,False,3295.02,1,[],-0.2348,True,True,B_REGRESSION
8A_MAT_TRU_0141,Mathematics,TRUE_CONTROL,easy,The sum of the interior angles of any triangle in Euclidean geometry is exactly 180 degrees.,0,factual,https://en.wikipedia.org/wiki/Triangle,Fundamental Euclidean geometry theorem. Factual.,0.5,1,False,1922.86,0.1571,0,True,1907.88,1,[],-0.3429,True,True,C_RECOVERY
8A_MAT_TRU_0142,Mathematics,TRUE_CONTROL,easy,The number π is irrational and cannot be expressed as a ratio of two integers.,0,factual,https://en.wikipedia.org/wiki/Pi,Proved irrational by Lambert (1761). Factual.,0.5,1,False,2092.28,0.85,1,False,1948.83,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'cannot' while evidence affirms the predicate.""]",0.35,False,False,D_STABLE_WRONG
8A_MAT_TRU_0143,Mathematics,TRUE_CONTROL,easy,Euler's identity states that e^(iπ) + 1 = 0.,0,factual,https://en.wikipedia.org/wiki/Euler%27s_identity,Exact mathematical identity. Factual.,0.5,1,False,2798.87,0.0434,0,True,2599.21,1,[],-0.4566,True,True,C_RECOVERY
8A_MAT_TRU_0144,Mathematics,TRUE_CONTROL,easy,"There are infinitely many prime numbers, as proved by Euclid.",0,factual,https://en.wikipedia.org/wiki/Euclid%27s_theorem,Euclid's theorem (c. 300 BCE): infinitely many primes. Factual.,0.5,1,False,1737.55,0.05,0,True,1935.95,1,[],-0.45,True,True,C_RECOVERY
8A_MAT_TRU_0145,Mathematics,TRUE_CONTROL,easy,"The Pythagorean theorem states that in a right triangle a² + b² = c², where c is the hypotenuse.",0,factual,https://en.wikipedia.org/wiki/Pythagorean_theorem,Fundamental theorem of Euclidean geometry. Factual.,0.5,1,False,1893.09,0.0952,0,True,2039.22,1,[],-0.4048,True,True,C_RECOVERY
8A_MAT_NUM_0146,Mathematics,NUMERICAL_PRECISION,easy,The value of π is exactly 22/7.,1,hallucinated,https://en.wikipedia.org/wiki/Pi,22/7 ≈ 3.142857... is an approximation; π is irrational. The claim 'exactly' is false.,0.5,1,True,1889.53,0.9954,1,True,1702.04,1,[],0.4954,False,False,A_STABLE_CORRECT
8A_MAT_NUM_0147,Mathematics,NUMERICAL_PRECISION,easy,Euler's number e is approximately 2.178.,1,hallucinated,https://en.wikipedia.org/wiki/E_(mathematical_constant),e ≈ 2.71828... Claim states 2.178 — transposed digits.,0.5,1,True,1453.8,1.0,1,True,1860.52,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_NUM_0148,Mathematics,NUMERICAL_PRECISION,easy,The square root of 2 is exactly 1.4.,1,hallucinated,https://en.wikipedia.org/wiki/Square_root_of_2,"√2 ≈ 1.41421356... The claim truncates and states 'exactly', which is false for an irrational.",0.5,1,True,2112.97,0.9944,1,True,2144.38,1,[],0.4944,False,False,A_STABLE_CORRECT
8A_MAT_NUM_0149,Mathematics,NUMERICAL_PRECISION,easy,The sum of interior angles of a regular hexagon is 540 degrees.,1,hallucinated,https://en.wikipedia.org/wiki/Hexagon,Regular hexagon: (6-2)×180 = 720 degrees. Pentagon has 540°. Claim confuses hexagon with pentagon.,0.5,1,True,2075.84,0.9586,1,True,2398.62,1,[],0.4586,False,False,A_STABLE_CORRECT
8A_MAT_NUM_0150,Mathematics,NUMERICAL_PRECISION,medium,There are 365 prime numbers less than 1000.,1,hallucinated,https://en.wikipedia.org/wiki/Prime-counting_function,π(1000) = 168 primes less than 1000. Claim is incorrect by ~197.,0.5,1,True,1800.0,1.0,1,True,1499.81,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_UNI_0151,Mathematics,UNIT_SCALE,easy,An angle of π radians is equivalent to 90 degrees.,1,hallucinated,https://en.wikipedia.org/wiki/Radian,π radians = 180 degrees. π/2 radians = 90 degrees. Claim is off by factor of 2.,0.5,1,True,5218.16,0.0267,0,False,1946.2,1,[],-0.4733,True,True,B_REGRESSION
8A_MAT_UNI_0152,Mathematics,UNIT_SCALE,medium,The area of a circle with radius 1 metre is π square centimetres.,1,hallucinated,https://en.wikipedia.org/wiki/Circle,"Area = π r² = π m² = π × 10,000 cm². Claim gives the right formula but wrong unit.",0.5,1,True,5006.27,1.0,1,True,1427.11,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_UNI_0153,Mathematics,UNIT_SCALE,easy,A probability of 1 in 100 is equivalent to 100%.,1,hallucinated,https://en.wikipedia.org/wiki/Probability,"1/100 = 0.01 = 1%, not 100%. Claim inverts the relationship.",0.5,1,True,5089.53,1.0,1,True,1425.45,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_UNI_0154,Mathematics,UNIT_SCALE,easy,A megabyte contains 1000 bytes.,1,hallucinated,https://en.wikipedia.org/wiki/Megabyte,1 MB = 10⁶ bytes (SI) or 2²⁰ bytes (IEC). Claim states 1000 bytes (= 1 kilobyte).,0.5,1,True,4752.99,0.5029,1,True,3331.33,1,[],0.0029,False,False,A_STABLE_CORRECT
8A_MAT_UNI_0155,Mathematics,UNIT_SCALE,easy,The natural logarithm of 1 is equal to 1.,1,hallucinated,https://en.wikipedia.org/wiki/Natural_logarithm,"ln(1) = 0, not 1. ln(e) = 1. Claim confuses ln(1) with ln(e).",0.5,1,True,1800.0,1.0,1,True,226.29,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_NEG_0156,Mathematics,NEGATION,easy,The empty set is not a subset of every set.,1,hallucinated,https://en.wikipedia.org/wiki/Empty_set,The empty set IS a subset of every set by vacuous truth. Negation is false.,0.5,1,True,5135.16,0.9044,1,True,1904.59,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.4044,False,False,A_STABLE_CORRECT
8A_MAT_NEG_0157,Mathematics,NEGATION,medium,Gödel's incompleteness theorems do not apply to Peano arithmetic.,1,hallucinated,https://en.wikipedia.org/wiki/G%C3%B6del%27s_incompleteness_theorems,Gödel's theorems explicitly apply to Peano arithmetic and any sufficiently expressive formal system. Negation is false.,0.5,1,True,5935.46,0.85,1,True,1840.11,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.35,False,False,A_STABLE_CORRECT
8A_MAT_NEG_0158,Mathematics,NEGATION,medium,A continuous function defined on a closed bounded interval does not necessarily achieve its maximum value.,1,hallucinated,https://en.wikipedia.org/wiki/Extreme_value_theorem,"Extreme value theorem guarantees max and min on [a,b]. Negation is false.",0.5,1,True,4759.51,0.85,1,True,1816.43,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.35,False,False,A_STABLE_CORRECT
8A_MAT_NEG_0159,Mathematics,NEGATION,easy,The derivative of a constant function is not zero.,1,hallucinated,https://en.wikipedia.org/wiki/Derivative,Derivative of any constant is 0. Negation is false.,0.5,1,True,4684.15,0.85,1,True,1685.66,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.35,False,False,A_STABLE_CORRECT
8A_MAT_NEG_0160,Mathematics,NEGATION,easy,Not all natural numbers are either even or odd.,1,hallucinated,https://en.wikipedia.org/wiki/Parity_(mathematics),Every natural number is either even or odd (by definition of integer parity). Negation is false.,0.5,1,True,1800.0,0.85,1,True,1741.88,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'not' while evidence affirms the predicate.""]",0.35,False,False,A_STABLE_CORRECT
8A_MAT_CAU_0161,Mathematics,CAUSAL_INVERSION,medium,A larger sample size causes statistical tests to become less powerful.,1,hallucinated,https://en.wikipedia.org/wiki/Statistical_power,Larger sample size INCREASES statistical power (probability of detecting a true effect). Direction reversed.,0.5,1,True,5377.46,1.0,1,True,1563.57,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_CAU_0162,Mathematics,CAUSAL_INVERSION,medium,Increasing the significance threshold α from 0.01 to 0.05 makes a test more conservative.,1,hallucinated,https://en.wikipedia.org/wiki/Statistical_significance,Raising α from 0.01 to 0.05 makes the test LESS conservative (more likely to reject null). Direction reversed.,0.5,1,True,4728.73,1.0,1,True,2550.43,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_CAU_0163,Mathematics,CAUSAL_INVERSION,medium,Adding more features to a linear regression model always reduces the training R² value.,1,hallucinated,https://en.wikipedia.org/wiki/Coefficient_of_determination,Adding features never reduces training R² (it can only stay same or increase). Direction reversed.,0.5,1,True,4633.93,1.0,1,True,1632.76,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_CAU_0164,Mathematics,CAUSAL_INVERSION,easy,A higher variance in a dataset causes the standard deviation to decrease.,1,hallucinated,https://en.wikipedia.org/wiki/Standard_deviation,SD = √variance. Higher variance → higher SD. Causal direction reversed.,0.5,1,True,4799.38,1.0,1,True,1372.19,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_CAU_0165,Mathematics,CAUSAL_INVERSION,easy,Multiplying two numbers each greater than 1 produces a product smaller than either factor.,1,hallucinated,https://en.wikipedia.org/wiki/Multiplication,"For a,b > 1: a×b > a and a×b > b. Claim reverses the inequality.",0.5,1,True,1800.0,0.1636,0,False,1882.51,1,[],-0.3364,True,True,B_REGRESSION
8A_MAT_OUT_0166,Mathematics,OUTDATED_SCIENTIFIC_CLAIM,medium,The parallel postulate is a necessary consequence of the other four Euclidean postulates.,1,hallucinated,https://en.wikipedia.org/wiki/Parallel_postulate,19th-century mathematics proved the parallel postulate is independent; non-Euclidean geometries are consistent without it.,0.5,1,True,5169.64,0.0,0,False,1502.66,1,[],-0.5,True,True,B_REGRESSION
8A_MAT_OUT_0167,Mathematics,OUTDATED_SCIENTIFIC_CLAIM,medium,All continuous functions are differentiable everywhere.,1,hallucinated,https://en.wikipedia.org/wiki/Weierstrass_function,"Weierstrass (1872) constructed a continuous, nowhere-differentiable function. The claim is a pre-modern assumption.",0.5,1,True,5080.04,0.9854,1,True,2100.6,1,[],0.4854,False,False,A_STABLE_CORRECT
8A_MAT_OUT_0168,Mathematics,OUTDATED_SCIENTIFIC_CLAIM,medium,The set of real numbers has the same cardinality as the set of natural numbers.,1,hallucinated,https://en.wikipedia.org/wiki/Cantor%27s_diagonal_argument,Cantor (1891) proved |ℝ| > |ℕ|; reals are uncountable. The claim reflects pre-Cantorian intuition.,0.5,1,True,4576.28,0.9199,1,True,1992.0,1,[],0.4199,False,False,A_STABLE_CORRECT
8A_MAT_OUT_0169,Mathematics,OUTDATED_SCIENTIFIC_CLAIM,medium,Fermat's Last Theorem remained unproved and may be unprovable.,1,hallucinated,https://en.wikipedia.org/wiki/Fermat%27s_Last_Theorem,Andrew Wiles proved Fermat's Last Theorem in 1995. 'May be unprovable' is outdated.,0.5,1,True,4802.54,1.0,1,True,1662.76,1,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_OUT_0170,Mathematics,OUTDATED_SCIENTIFIC_CLAIM,hard,The four-colour theorem cannot be proved by computer-assisted verification.,1,hallucinated,https://en.wikipedia.org/wiki/Four_color_theorem,Four color theorem was proved in 1976 by Appel and Haken using computer-assisted case analysis.,0.5,1,True,1800.0,0.85,1,True,2071.08,1,"[""NEGATION_POLARITY: Polarity reversal: claim contains negation 'cannot' while evidence affirms the predicate.""]",0.35,False,False,A_STABLE_CORRECT
8A_MAT_TRU_0171,Mathematics,TRUE_CORE_FALSE_ELABORATION,medium,Bayes' theorem provides a way to update probabilities based on new evidence; it states that P(A|B) = P(B|A).,1,hallucinated,https://en.wikipedia.org/wiki/Bayes%27_theorem,"Core true: Bayes updates probabilities. Fabrication: P(A|B) = P(B|A)×P(A)/P(B), not just P(B|A).",0.5,1,True,5215.74,1.0,1,True,3935.73,2,[],0.5,False,False,A_STABLE_CORRECT
8A_MAT_TRU_0172,Mathematics,TRUE_CORE_FALSE_ELABORATION,hard,"The central limit theorem states that the sample mean of any distribution converges to a normal distribution as n increases, regardless of whether the population has finite variance.",1,hallucinated,https://en.wikipedia.org/wiki/Central_limit_theorem,Core true: CLT gives normal convergence. Fabrication: CLT requires finite variance; heavy-tailed distributions (Cauchy) do not satisfy CLT.,0.5,1,True,5642.68,0.2855,0,False,2564.5,1,[],-0.2145,True,True,B_REGRESSION
8A_MAT_TRU_0173,Mathematics,TRUE_CORE_FALSE_ELABORATION,medium,"Euclid's algorithm finds the greatest common divisor of two integers by repeatedly subtracting the larger from the smaller, converging in O(n) steps.",1,hallucinated,https://en.wikipedia.org/wiki/Euclidean_algorithm,"Core true: Euclid's algorithm finds GCD. Fabrication: modern form uses modular division (not subtraction); complexity is O(log min(a,b)).",0.5,1,True,5277.81,0.3376,0,False,1857.92,1,[],-0.1624,True,True,B_REGRESSION
8A_MAT_TRU_0174,Mathematics,TRUE_CORE_FALSE_ELABORATION,medium,P vs NP is an unsolved problem in computer science asking whether every problem whose solution can be verified in polynomial time can also be solved in polynomial time; most experts believe P = NP.,1,hallucinated,https://en.wikipedia.org/wiki/P_versus_NP_problem,"Core true: correct problem description. Fabrication: consensus among experts is P ≠ NP, not P = NP.",0.5,1,True,5384.16,0.5003,1,True,4312.97,2,[],0.0003,False,False,A_STABLE_CORRECT
8A_MAT_TRU_0175,Mathematics,TRUE_CORE_FALSE_ELABORATION,hard,"The Riemann hypothesis, one of the Millennium Prize Problems, has been proved true for the first 10 trillion zeros of the Riemann zeta function.",1,hallucinated,https://en.wikipedia.org/wiki/Riemann_hypothesis,Core true: it is a Millennium Prize Problem. Partial fabrication: zeros have been numerically verified (>10¹³) but this does NOT constitute a proof; the hypothesis remains unproved.,0.5,1,True,2250.54,0.258,0,False,1847.26,1,[],-0.242,True,True,B_REGRESSION
